clean_name,name,clalit,maccabi,meuhedet,leumit
מיכל דוד-לוייבסקי,מיכל דוד-לוייבסקי,0,1,0,0
מיכל דקל שטיינקלר,"ד""ר מיכל דקל שטיינקלר",0,0,0,0
מיכל ישורון,"ד""ר מיכל ישורון",0,0,0,0
מיכל כשר מירון,"ד""ר מיכל כשר מירון",0,0,0,0
מיכל ליאפיס,"ד""ר מיכל ליאפיס",0,0,0,0
מיכל מאירסון,"ד""ר מיכל מאירסון",0,0,0,0
מיכל מעודה-חבקוק,"ד""ר מיכל מעודה-חבקוק",0,0,0,0
מיכל נבו שנקר,מיכל נבו שנקר,0,1,0,0
מיכל עובדיה,"ד""ר מיכל עובדיה",0,0,0,0
מיכל פלדון,"ד""ר מיכל פלדון",0,0,0,0
מיכל פריירייך-אסטמן,מיכל פריירייך-אסטמן,0,0,0,0
מיכל צמח,מיכל צמח,1,0,0,0
מיכל קהל,"ד""ר מיכל קהל",0,0,0,0
מיכל רוזן שעובי,"ד""ר מיכל רוזן שעובי",0,0,0,0
מילה פרבר,מילה פרבר,0,0,0,1
מילו פרדיס,מילו פרדיס,0,1,0,1
מילכה מטאנס-סוידאן,מילכה מטאנס-סוידאן,1,1,1,1
מימון מוסא,"ד""ר מימון מוסא",1,0,0,0
מימי ארנרייך,"ד""ר מימי ארנרייך",0,0,0,0
מיקי גרוס,מיקי גרוס,0,0,0,0
מיקי הייפלר,"ד""ר מיקי הייפלר",0,0,0,0
מיקי כהן,מיקי כהן,1,0,0,0
מיקי לביא,"ד""ר מיקי לביא",0,1,0,0
מיקי מוסקוביץ,"ד""ר מיקי מוסקוביץ",0,1,0,0
מיקי ניסים,מיקי ניסים,0,0,0,0
מירב אולשה,מירב אולשה,1,0,1,0
מירב בנצקי,"ד""ר מירב בנצקי",0,0,0,0
מירב לרר,מירב לרר,1,0,0,0
מירב סוקולוב,"ד""ר מירב סוקולוב",0,0,0,0
מירב קדמי,"ד""ר מירב קדמי",1,0,0,0
מירב שגב,"ד""ר מירב שגב",0,0,0,0
מירב שמידט,"ד""ר מירב שמידט",0,0,0,0
מירה גינזבורג,"ד""ר מירה גינזבורג",0,0,0,0
מירה גלאם-ברוך,מירה גלאם-ברוך,0,1,0,0
מירה כץ,"ד""ר מירה כץ",0,0,0,0
מירה מנביץ' מזור,"ד""ר מירה מנביץ' מזור",0,0,0,0
מירה פוגל,מירה פוגל,1,0,0,0
מירה רוזן,"ד""ר מירה רוזן",0,0,0,0
מירון ברק,מירון ברק,1,0,0,0
מירון לשם,מירון לשם,0,1,1,0
מירון סדן,מירון סדן,0,1,0,0
מירון פרוימוביץ,"ד""ר מירון פרוימוביץ",0,0,0,0
מירי אהרונוב,"ד""ר מירי אהרונוב",0,0,0,0
מירית גליק,"ד""ר מירית גליק",0,0,0,0
מירית וינברג,"ד""ר מירית וינברג",0,0,0,0
מישל גלפרן סגל,"ד""ר מישל גלפרן סגל",0,0,0,0
מישל דרעי,מישל דרעי,0,1,0,1
מישל פלאס,"ד""ר מישל פלאס",0,0,0,0
מכון emg,מכון EMG,0,0,0,0
מכון emg -  רון דבי,"מכון EMG - ד""ר רון דבי",0,0,0,0
מכון emg - אלקטרומיוגרפיה,מכון EMG - אלקטרומיוגרפיה,0,0,0,0
מכון emg חיפה,מכון EMG חיפה,0,0,0,0
מכון rdg - imaging,מכון RDG - Imaging,0,0,0,0
מכון אולטרא סאונד מלנומה יוניט,מכון אולטרא סאונד מלנומה יוניט,0,0,0,0
מכון אולטרסאונד - מיטב,מכון אולטרסאונד - מיטב,0,0,0,0
מכון אשד - מכון לב,מכון אשד - מכון לב,0,1,0,1
מכון סיגל לבריאות העין,מכון סיגל לבריאות העין,1,0,0,1
מכון פיזיותרפיה physio & sport clinic,מכון פיזיותרפיה Physio & Sport Clinic,1,0,0,0
מכון פיזיותרפיה village physio,מכון פיזיותרפיה Village Physio,1,0,0,0
מלאני זימן,"ד""ר מלאני זימן",0,0,0,0
מלי צפדיה,מלי צפדיה,0,1,0,0
מנאר קעואר,"ד""ר מנאר קעואר",0,0,0,0
מנו רובינפור,"ד""ר מנו רובינפור",0,0,0,0
מנואל שוורצמן,"ד""ר מנואל שוורצמן",1,0,0,0
מנזר אשהב,מנזר אשהב,1,1,0,1
מנחם זינגר,"ד""ר מנחם זינגר",1,1,1,1
מנחם לאופר,מנחם לאופר,0,1,0,0
מנחם לילינג,מנחם לילינג,0,0,1,0
מני ברכה,"ד""ר מני ברכה",1,1,1,1
מנסור אנואר,מנסור אנואר,0,0,0,0
מנשה סוראני,מנשה סוראני,1,0,0,1
מסארוה שחאדה,"ד""ר מסארוה שחאדה",0,0,0,0
מסודי ויסמן,"ד""ר מסודי ויסמן",0,0,0,0
מסעוד סקר,מסעוד סקר,1,0,0,0
מעבדת שינה מילניום טל,מעבדת שינה מילניום טל,1,0,1,1
מעיין צ'רנו,מעיין צ'רנו,1,0,0,0
מעיין קניגשטיין,מעיין קניגשטיין,0,0,0,0
מעין חנה,"ד""ר מעין חנה",0,0,0,0
מעין קוממי בר-און,"ד""ר מעין קוממי בר-און",0,0,0,0
מעין שחם,"ד""ר מעין שחם",0,0,0,0
מקבל שלח,"ד""ר מקבל שלח",1,1,1,0
מקס אייזנברג,"ד""ר מקס אייזנברג",0,0,0,0
מקס כהן,"ד""ר מקס כהן",0,0,0,0
מקסים גורביץ,"ד""ר מקסים גורביץ",1,1,0,0
מקסים סוקולוב,מקסים סוקולוב,0,1,0,0
מר אופטיקה פרקטי,מר אופטיקה פרקטי,0,0,0,0
מר אחמד מרזוק,מר אחמד מרזוק,1,0,0,0
מר אלן לסרי,מר אלן לסרי,1,0,0,0
מר ארז נהרי,מר ארז נהרי,1,0,0,0
מר ארנון סורוקה,מר ארנון סורוקה,1,0,0,0
מר ג'ריס ספורי,מר ג'ריס ספורי,1,0,1,0
מר גיאד עיסא,מר גיאד עיסא,1,0,0,0
מר דיויד מוס,מר דיויד מוס,0,0,0,0
מר וג'יה מחאמיד,מר וג'יה מחאמיד,1,0,0,0
מר זועבי ג'מאל,מר זועבי ג'מאל,1,0,0,0
מר חאלף אלאנססרה,מר חאלף אלאנססרה,1,0,0,0
מר חוליו אוזברה,מר חוליו אוזברה,1,0,0,0
מר חלדון אלצאנע,מר חלדון אלצאנע,1,0,0,0
מר יאיר הרבטר,מר יאיר הרבטר,1,0,1,0
מר יואל רוזנבאום,מר יואל רוזנבאום,1,0,0,0
מר יוסף משהראוי,מר יוסף משהראוי,1,0,0,0
מר כאותר חמוד,מר כאותר חמוד,1,0,0,0
מר מוחמד אגבאריה,מר מוחמד אגבאריה,1,0,0,0
מר מוחמד לובאני,מר מוחמד לובאני,1,0,0,0
מר מוחמד מלחם,מר מוחמד מלחם,1,0,0,0
מר מוחמד עואד,מר מוחמד עואד,1,0,0,0
מר מרדכי סטרסמן,מר מרדכי סטרסמן,0,0,1,0
מר מרק גרינגולס,מר מרק גרינגולס,1,0,0,0
מר משה בן-שבת,מר משה בן-שבת,1,0,0,0
מר נדאל אבו סאלח,מר נדאל אבו סאלח,1,0,0,0
מר נורברט זרביב,מר נורברט זרביב,1,0,0,0
מר ניר אגמון,מר ניר אגמון,1,0,0,0
מר נמרוד ברנע,מר נמרוד ברנע,1,0,0,0
מר סטניסלב סרגיינקו,מר סטניסלב סרגיינקו,1,0,0,0
מר סמיון זרחין,מר סמיון זרחין,1,0,0,0
מר עדכון גרסא - לא רופא,מר עדכון גרסא - לא רופא,0,0,0,0
מר עמיחי ליבנה,מר עמיחי ליבנה,1,0,0,0
מר ענן עבד אל קאדר,מר ענן עבד אל קאדר,1,0,0,0
מר פיזיומדיקל המרכז לפיזיותרפיה ורפואה משלימה,מר פיזיומדיקל המרכז לפיזיותרפיה ורפואה משלימה,0,0,0,0
מר קובי ממוקה,מר קובי ממוקה,1,0,0,0
מר רון ברנע,מר רון ברנע,1,0,0,0
מר רוני מרכס,מר רוני מרכס,1,0,0,0
מר רפאל סטרסמן,מר רפאל סטרסמן,0,0,0,1
מר שאנן יקנה,מר שאנן יקנה,1,0,0,0
מר שי שבת,מר שי שבת,1,0,1,0
מר שתילה אבוגנאם,מר שתילה אבוגנאם,1,0,0,0
מר תומר מועלם,מר תומר מועלם,0,0,0,0
מראט אברבוך,מראט אברבוך,1,1,0,0
מראם עאמר,"ד""ר מראם עאמר",0,0,0,1
מרב גבאי,מרב גבאי,0,1,0,0
מרגלית מואסיס,"ד""ר מרגלית מואסיס",0,0,0,0
מרגרט פישר,מרגרט פישר,0,1,0,0
מרגריטה ווליך,מרגריטה ווליך,0,1,0,0
מרגריטה מינץ,מרגריטה מינץ,1,0,0,0
מרגריטה קריבופסיק,מרגריטה קריבופסיק,1,0,0,0
מרדכי גרושקה,מרדכי גרושקה,1,1,1,0
מרדכי ויצנבליט,מרדכי ויצנבליט,1,0,0,0
מרדכי לובוצקי,מרדכי לובוצקי,1,1,0,0
מרדכי לוי,מרדכי לוי,1,1,0,0
מרדכי סטרה-שנס,מרדכי סטרה-שנס,0,0,0,1
מרדכי סילנפרוינד,מרדכי סילנפרוינד,0,0,0,0
מרדכי סליי,"ד""ר מרדכי סליי",0,0,0,0
מרדכי קליגמן,מרדכי קליגמן,1,0,0,0
מרדכי שריר,מרדכי שריר,0,1,0,0
מרואן אליאס,"ד""ר מרואן אליאס",1,1,0,1
מרואן גנטוס,"ד""ר מרואן גנטוס",1,0,0,0
מרואן דאוד,"ד""ר מרואן דאוד",0,0,0,0
מרואן כרם,מרואן כרם,1,1,1,1
מרום מרכז רפואי לב וכלי דם,מרום מרכז רפואי לב וכלי דם,0,1,1,1
מרטין פרואין,"ד""ר מרטין פרואין",0,0,0,0
מרי ליכטינה,מרי ליכטינה,1,0,0,0
מריאלה ברנשטיין וייל,מריאלה ברנשטיין וייל,0,1,0,0
מריאן חטיב,"ד""ר מריאן חטיב",0,0,0,0
מריאנה אימברג,מריאנה אימברג,1,0,0,0
מריאנה בר לב,"ד""ר מריאנה בר לב",0,0,0,0
מריאנה ויינרמן,"ד""ר מריאנה ויינרמן",0,0,0,0
מריאנה לוסטיג וייס,מריאנה לוסטיג וייס,1,0,0,0
מריה נאי-סאבו,מריה נאי-סאבו,1,0,0,0
מריה נסאר,"ד""ר מריה נסאר",0,0,0,0
מריה פלטינסקי,מריה פלטינסקי,0,1,0,0
מריה פרידמן,"ד""ר מריה פרידמן",0,0,0,0
מריה קרמון,מריה קרמון,0,0,0,0
מריו גרינשפון,מריו גרינשפון,1,0,0,0
מריו זלץ,מריו זלץ,1,1,1,0
מריו סופר,מריו סופר,1,0,0,0
מריון בוק,מריון בוק,0,1,0,0
מריוס גיא,מריוס גיא,0,1,1,0
מריוס קובל,"ד""ר מריוס קובל",0,0,0,0
מרילנה סגל,מרילנה סגל,0,1,0,0
מרים אמתי,מרים אמתי,0,1,0,0
מרים אנגל,מרים אנגל,1,0,0,0
מרים ארנברג,"ד""ר מרים ארנברג",0,0,0,1
מרים בוטנאריו,מרים בוטנאריו,0,1,0,0
מרים דה-סילבה,מרים דה-סילבה,1,0,0,0
מרים ורשביאק,"ד""ר מרים ורשביאק",0,0,0,0
מרים מצגר,מרים מצגר,0,0,0,0
מרים פאהן,מרים פאהן,0,1,0,0
מרים פיליפס,מרים פיליפס,1,0,0,0
מרים קורופוב,מרים קורופוב,0,1,0,0
מרים קיזנר ריבה,מרים קיזנר ריבה,1,0,0,0
מרינה אובודובסקי,מרינה אובודובסקי,1,0,0,0
מרינה ארביטמן,"ד""ר מרינה ארביטמן",0,0,0,1
מרינה בונדרנקו,"ד""ר מרינה בונדרנקו",0,0,0,0
מרינה גבריאלוב,"ד""ר מרינה גבריאלוב",0,1,0,0
מרינה גניס,מרינה גניס,0,0,0,1
מרינה דחטר,מרינה דחטר,0,1,0,0
מרינה דרורי פלדמן,מרינה דרורי פלדמן,1,0,0,0
מרינה וולקוב,"ד""ר מרינה וולקוב",0,0,0,0
מרינה טפר,מרינה טפר,0,0,0,1
מרינה יופה,מרינה יופה,0,1,1,0
מרינה כצמן,מרינה כצמן,0,1,0,0
מרינה לויט,מרינה לויט,0,0,0,1
מרינה ליוייב,מרינה ליוייב,0,0,0,0
מרינה מיילך,מרינה מיילך,0,1,0,0
מרינה נסטר,מרינה נסטר,0,0,0,0
מרינה פבני,מרינה פבני,0,0,0,1
מרינה פלושנסקי,מרינה פלושנסקי,0,1,0,0
מרינה פקר זלוטין,"ד""ר מרינה פקר זלוטין",0,1,0,0
מרינה קולודי,"ד""ר מרינה קולודי",0,0,0,0
מרינה קורנפלד,מרינה קורנפלד,1,0,0,0
מרינה קמינסקי,מרינה קמינסקי,1,0,0,0
מרינה רובין,מרינה רובין,0,0,1,0
מרינה שור,מרינה שור,1,0,0,0
מרינה שנק,"ד""ר מרינה שנק",1,0,0,0
מרכז  דיין לרפואה משולבת,"מרכז ד""ר דיין לרפואה משולבת",0,0,0,1
"מרכז פיזיותרפיה, שיקום וטיפול בכאבים fixyou","מרכז פיזיותרפיה, שיקום וטיפול בכאבים fixyou",1,0,0,0
מרכז רפואי דוד - מרפאת נשים,מרכז רפואי דוד - מרפאת נשים,0,0,0,1
מרסלו מיטק - dr. marcelo mitak,"ד""ר מרסלו מיטק - Dr. Marcelo Mitak",0,0,0,0
מרעי כבהה,"ד""ר מרעי כבהה",0,0,0,0
מרפאות  רון אמיר,"מרפאות ד""ר רון אמיר",0,0,0,0
מרפאת  אמיל ליטבק,"מרפאת ד""ר אמיל ליטבק",0,0,0,0
מרפאת  הירשהורן - מרפאת מומחים לרפואת שיניים,"מרפאת ד""ר הירשהורן - מרפאת מומחים לרפואת שיניים",0,0,0,0
מרפאת  עוואד,"מרפאת ד""ר עוואד",0,0,0,0
מרפאת  קראט,"מרפאת ד""ר קראט",0,0,0,0
מרפאת fym,מרפאת FYM,0,0,0,0
מרפאת hymysmile,מרפאת HymySmile,0,0,0,0
מרפאת ילדים הכיכר,מרפאת ילדים הכיכר,1,0,0,0
מרפאת ילדים ש.ר.י.   אסנת צפריר ו ישראל טשרנין,מרפאת ילדים ש.ר.י.   אסנת צפריר ו ישראל טשרנין,1,0,0,0
מרפאת מומחים בנגב,מרפאת מומחים בנגב,0,0,0,0
מרפאת מומחים ברפואת ילדים,מרפאת מומחים ברפואת ילדים,0,0,0,0
מרפאת מומחים לרפואת שיניים ברעננה ע'ש   אודי יוגב,"מרפאת מומחים לרפואת שיניים ברעננה ע""ש  ד""ר אודי יוגב",0,0,0,0
מרפאת מומחים לשיקום הפה,מרפאת מומחים לשיקום הפה,0,0,0,0
מרפאת שיניים   אלכסנדר,"מרפאת שיניים  ד""ר אלכסנדר",0,0,0,0
מרפאת שיניים  ברוקמאייר,"מרפאת שיניים ד""ר ברוקמאייר",0,0,0,0
מרפאת שיניים  ותד ג'לאל,"מרפאת שיניים ד""ר ותד ג'לאל",0,0,0,0
מרפאת שיניים  קובטי,"מרפאת שיניים ד""ר קובטי",0,0,1,1
מרפאת שיניים royal dent,מרפאת שיניים Royal Dent,0,0,0,0
מרפאת שיניים smile vision -  אולג אדינייב,"מרפאת שיניים Smile Vision - ד""ר אולג אדינייב",0,0,0,0
מרפאת שיניים דנטל קלינק,מרפאת שיניים דנטל קלינק,0,0,0,0
מרפאת שיניים מומחים i smile,מרפאת שיניים מומחים I Smile,0,0,0,0
מרפאת שיניים מרום,מרפאת שיניים מרום,0,0,0,0
מרצאלה קלאנג,מרצאלה קלאנג,1,0,0,0
מרצל דרסטרו,מרצל דרסטרו,1,0,0,0
מרק (מוטי) הוכנברג,מרק (מוטי) הוכנברג,0,1,0,0
מרק אידלמן,מרק אידלמן,0,1,0,0
מרק ברזינס,"ד""ר מרק ברזינס",1,1,1,1
מרק גלרמן,מרק גלרמן,0,1,0,0
מרק דוברובסקי,מרק דוברובסקי,1,0,1,0
מרק ירוחימוביץ',מרק ירוחימוביץ',0,1,1,0
מרק לבנטר,"ד""ר מרק לבנטר",1,0,0,0
מרק ליטווק,"ד""ר מרק ליטווק",0,0,0,0
מרק מיכאל ויסקובסקי,מרק מיכאל ויסקובסקי,0,0,0,0
מרק פרידמן,מרק פרידמן,0,1,1,0
מרק קלוטשטיין,מרק קלוטשטיין,0,0,1,0
משגב רוטנשטרייך,"ד""ר משגב רוטנשטרייך",0,0,1,1
משה אמיר,"ד""ר משה אמיר",0,0,0,0
משה ארוך,משה ארוך,0,1,1,0
משה אשכנזי,"ד""ר משה אשכנזי",0,0,0,0
משה גוטוירץ,משה גוטוירץ,1,0,1,0
משה גילאור,"ד""ר משה גילאור",0,0,1,1
משה דהן,"ד""ר משה דהן",0,0,0,0
משה היין,משה היין,0,0,0,0
משה ויסברוט,משה ויסברוט,1,0,0,0
משה זילבר,"ד""ר משה זילבר",0,0,0,1
משה זילברמן,משה זילברמן,1,0,1,0
משה זילברשטין,משה זילברשטין,1,0,0,0
משה חייצ'יק,"ד""ר משה חייצ'יק",0,1,0,0
משה חייציק,משה חייציק,0,1,0,0
משה יהודה,"ד""ר משה יהודה",0,0,0,0
משה כרמון,"ד""ר משה כרמון",1,1,0,0
משה לוסקי,משה לוסקי,0,1,1,0
משה ליבנה,משה ליבנה,0,1,1,0
משה ליפשיץ,משה ליפשיץ,1,0,0,0
משה מלכין,משה מלכין,0,1,1,1
משה מרדכייב,"ד""ר משה מרדכייב",0,0,0,0
משה נדלר,"ד""ר משה נדלר",1,0,1,0
משה סלוקי,"ד""ר משה סלוקי",0,0,0,0
משה עילם,משה עילם,1,1,0,0
משה פישר,משה פישר,0,1,1,0
משה פליגלמן,משה פליגלמן,1,0,0,0
משה פרידלנדר,משה פרידלנדר,1,0,0,0
משה קינק,משה קינק,0,0,0,1
משה קמר,"ד""ר משה קמר",1,0,1,0
משה רב-אחא,"ד""ר משה רב-אחא",0,0,0,0
משה רויבורט,"ד""ר משה רויבורט",1,1,0,0
משה שרם,משה שרם,0,1,1,1
משולם הרט,משולם הרט,1,1,1,1
מתי מזרחי,"ד""ר מתי מזרחי",0,0,0,0
מתן אורגיל,"ד""ר מתן אורגיל",0,0,0,0
מתן אלדס פיזיותרפיה pro care clinic,מתן אלדס פיזיותרפיה pro care clinic,1,0,0,0
מתן בירן,"ד""ר מתן בירן",0,0,0,0
מתן מקייטן,"ד""ר מתן מקייטן",0,0,0,0
מתן סגלוביץ,"ד""ר מתן סגלוביץ",0,0,0,0
מתן סיטרמן,"ד""ר מתן סיטרמן",0,0,0,1
מתן שדות,מתן שדות,0,0,0,0
מתן שרף,"ד""ר מתן שרף",0,0,0,0
נ'אגח חוסייני,נ'אגח חוסייני,0,1,0,0
נאג'ד יאסין,נאג'ד יאסין,1,1,0,1
נאג'י בטחיש,נאג'י בטחיש,1,1,0,1
נאג'י עאמר,נאג'י עאמר,1,0,0,0
נאדיה באראייב,נאדיה באראייב,0,0,0,1
נאדר ח׳דר,"ד""ר נאדר ח׳דר",1,0,0,0
נאדר עבדל-רחמן,"ד""ר  נאדר עבדל-רחמן",1,1,1,1
נאוה שטופמן,נאוה שטופמן,0,1,1,0
נאום מילמן,נאום מילמן,0,1,0,0
נאום סימנובסקי,"ד""ר נאום סימנובסקי",1,0,1,0
נאיל אליאס,נאיל אליאס,0,0,0,0
נאיל מזאוי,נאיל מזאוי,1,0,0,1
נאסים אלקרנאוי,נאסים אלקרנאוי,1,0,0,0
נאפע חאג' יחיא,"ד""ר  נאפע חאג' יחיא",0,0,0,0
נבו מרגלית,"ד""ר נבו מרגלית",0,0,0,0
נביל בולוס,נביל בולוס,1,0,1,1
נביל גרייב,"ד""ר נביל גרייב",1,1,1,0
נביל טאנוס,נביל טאנוס,0,0,0,1
נביל מחול,נביל מחול,1,0,0,0
נביל סולימאן,נביל סולימאן,1,0,0,0
נביל ערפה,נביל ערפה,1,0,0,1
נגה גולדמן,"ד""ר נגה גולדמן",0,0,0,0
